Index,Destination,Coverage,Datatype,DestCode,Origin,OrigCode,y1990,y1995,y2000,y2005,y2010,y2015,y2020,y2024,DestCodeA3,OrigCodeA3,DestContinent,DestPopulation,OrigContinent,OrigPopulation
13442,Lebanon,,C R,422,Egypt,818,10940,10940,12109,13779,15448,17117,18786,10620,LBN,EGY,Asia,5826,Africa,117498
13443,Lebanon,,C R,422,Sudan,729,7560,7560,8368,9521,10674,11828,12981,11539,LBN,SDN,Asia,5826,Africa,50849
13446,Lebanon,,C R,422,Bangladesh,50,22644,22644,25064,28519,31974,35429,38884,30406,LBN,BGD,Asia,5826,Asia,174617
13447,Lebanon,,C R,422,Sri Lanka,144,9528,9528,10546,12000,13453,14907,16360,0,LBN,LKA,Asia,5826,Asia,23169
13449,Lebanon,,C R,422,Philippines,608,0,0,0,0,0,0,0,6816,LBN,PHL,Asia,5826,Asia,116316
13451,Lebanon,,C R,422,Iraq,368,8023,8319,11781,11453,39824,26055,25349,5101,LBN,IRQ,Asia,5826,Asia,46526
13452,Lebanon,,C R,422,Palestine,275,301697,345968,376774,401675,427871,455535,477795,490636,LBN,PSE,Asia,5826,Asia,5540
13453,Lebanon,,C R,422,Syria,760,0,0,0,0,198,1105309,887943,784884,LBN,SYR,Asia,5826,Asia,25171
13454,Lebanon,,C R,422,Others,2003,27511,24893,29699,30826,34783,40296,45426,32149,LBN,###,Asia,5826,World,0
13472,Oman,,C,512,Tanzania,834,4813,4921,5032,5558,7340,16700,16135,20860,OMN,TZA,Asia,5398,Africa,69542
13474,Oman,,C,512,Egypt,818,19605,20046,20497,22643,29899,68029,65728,84977,OMN,EGY,Asia,5398,Africa,117498
13475,Oman,,C,512,Sudan,729,5169,5285,5404,5970,7883,17937,17330,22405,OMN,SDN,Asia,5398,Africa,50849
13478,Oman,,C,512,Bangladesh,50,170050,173876,177789,196401,259339,590082,570123,737087,OMN,BGD,Asia,5398,Asia,174617
13479,Oman,,C,512,India,356,185280,189450,193713,213992,282567,642934,621187,803105,OMN,IND,Asia,5398,Asia,1457435
13480,Oman,,C,512,Nepal,524,4186,4281,4377,4835,6385,14527,14036,18147,OMN,NPL,Asia,5398,Asia,29628
13481,Oman,,C,512,Pakistan,586,64676,66131,67619,74698,98635,224428,216837,280339,OMN,PAK,Asia,5398,Asia,253203
13482,Oman,,C,512,Sri Lanka,144,7062,7221,7384,8156,10770,24506,23677,30611,OMN,LKA,Asia,5398,Asia,23169
13484,Oman,,C,512,Philippines,608,14184,14504,14830,16383,21632,49221,47556,61483,OMN,PHL,Asia,5398,Asia,116316
13486,Oman,,C,512,Jordan,400,3509,3588,3669,4053,5352,12177,11765,15210,OMN,JOR,Asia,5398,Asia,11575
13487,Oman,,C,512,Others,2003,48250,49336,50446,55727,73585,167431,161768,209142,OMN,###,Asia,5398,World,0
13510,Qatar,,C,634,Eritrea,232,445,590,789,1078,2323,2296,5764,6174,QAT,ERI,Asia,3084,Africa,3569
13511,Qatar,,C,634,Ethiopia,231,632,839,1120,977,1786,2064,1663,1781,QAT,ETH,Asia,3084,Africa,133765
13512,Qatar,,C,634,Somalia,706,76,157,285,652,1557,1539,1239,1327,QAT,SOM,Asia,3084,Africa,19332
13513,Qatar,,C,634,South Sudan,728,423,561,751,1150,2546,2518,2028,2172,QAT,SSD,Asia,3084,Africa,12067
13515,Qatar,,C,634,Chad,148,7294,7850,8055,2570,641,634,510,546,QAT,TCD,Asia,3084,Africa,20728
13517,Qatar,,C,634,Egypt,818,174,231,309,48263,131631,202566,179900,192680,QAT,EGY,Asia,3084,Africa,117498
13518,Qatar,,C,634,Morocco,504,904,1201,1606,971,1384,1780,1433,1535,QAT,MAR,Asia,3084,Africa,38261
13519,Qatar,,C,634,Sudan,729,2211,2936,3923,9023,21547,23013,22950,24580,QAT,SDN,Asia,3084,Africa,50849
13520,Qatar,,C,634,Tunisia,788,193,255,342,421,880,1211,974,1043,QAT,TUN,Asia,3084,Africa,12314
13522,Qatar,,C,634,Nigeria,566,216,240,258,905,2271,5042,4063,4351,QAT,NGA,Asia,3084,Africa,235088
13525,Qatar,,C,634,Afghanistan,4,267,355,474,617,1312,1946,1567,1679,QAT,AFG,Asia,3084,Asia,43250
13526,Qatar,,C,634,Bangladesh,50,25434,36748,52997,75334,163856,198373,256478,274697,QAT,BGD,Asia,3084,Asia,174617
13527,Qatar,,C,634,India,356,1905,2531,3381,192498,523305,799493,688077,736955,QAT,IND,Asia,3084,Asia,1457435
13528,Qatar,,C,634,Nepal,524,319,424,567,23536,63862,187390,248899,266580,QAT,NPL,Asia,3084,Asia,29628
13529,Qatar,,C,634,Pakistan,586,232,309,413,51530,140477,164972,230830,247227,QAT,PAK,Asia,3084,Asia,253203
13530,Qatar,,C,634,Sri Lanka,144,648,879,1197,12174,32316,67780,151019,161747,QAT,LKA,Asia,3084,Asia,23169
13532,Qatar,,C,634,Indonesia,360,75264,111101,163088,64309,46507,53313,42969,46021,QAT,IDN,Asia,3084,Asia,284622
13533,Qatar,,C,634,Philippines,608,26064,37711,54451,54014,104448,183900,166676,178516,QAT,PHL,Asia,3084,Asia,116316
13534,Qatar,,C,634,Thailand,764,958,1981,3584,1717,1854,2837,2285,2447,QAT,THA,Asia,3084,Asia,71647
13536,Qatar,,C,634,Bahrain,48,38,77,142,274,638,946,762,816,QAT,BHR,Asia,3084,Asia,1626
13537,Qatar,,C,634,Jordan,400,7652,11374,16790,14398,26040,39898,32157,34441,QAT,JOR,Asia,3084,Asia,11575
13538,Qatar,,C,634,Kuwait,414,4282,6012,8457,5424,8122,8042,6481,6941,QAT,KWT,Asia,3084,Asia,4985
13539,Qatar,,C,634,Lebanon,422,2150,2873,3861,3196,5674,10247,8258,8844,QAT,LBN,Asia,3084,Asia,5826
13540,Qatar,,C,634,Saudi Arabia,682,9870,15156,22946,7026,1020,1111,893,956,QAT,SAU,Asia,3084,Asia,34264
13541,Qatar,,C,634,Palestine,275,5270,7140,9721,5383,7007,6929,5583,5980,QAT,PSE,Asia,3084,Asia,5540
13542,Qatar,,C,634,Syria,760,366,486,648,3264,8405,8852,24258,25981,QAT,SYR,Asia,3084,Asia,25171
13543,Qatar,,C,634,Türkiye,792,1606,2133,2851,3039,6046,6249,5035,5393,QAT,TUR,Asia,3084,Asia,87576
13544,Qatar,,C,634,UAE,784,27258,35554,46625,17956,12125,11990,9368,10034,QAT,ARE,Asia,3084,Asia,11215
13545,Qatar,,C,634,Yemen,887,7309,9713,12975,15651,32491,43192,34812,37285,QAT,YEM,Asia,3084,Asia,41179
13548,Qatar,,C,634,UK,826,2008,2277,2528,2422,4616,4757,6732,7210,QAT,GBR,Asia,3084,Europe,69353
13550,Qatar,,C,634,France,250,71,172,332,582,1329,1314,1058,1133,QAT,FRA,Asia,3084,Europe,66601
13551,Qatar,,C,634,Netherlands,528,283,376,503,321,481,557,447,479,QAT,NLD,Asia,3084,Europe,18292
13553,Qatar,,C,634,USA,840,563,748,1000,1144,2333,2824,4231,4532,QAT,USA,Asia,3084,North America,346374
13554,Qatar,,C,634,Others,2003,3123,6671,12246,21181,48170,40425,32601,34917,QAT,###,Asia,3084,World,0
13574,Saudi Arabia,,C R,682,Ethiopia,231,13622,20041,22195,29520,67124,155294,160421,180746,SAU,ETH,Asia,34264,Africa,133765
13575,Saudi Arabia,,C R,682,Somalia,706,16223,18856,20532,25011,33910,46289,45963,48099,SAU,SOM,Asia,34264,Africa,19332
13577,Saudi Arabia,,C R,682,Egypt,818,842428,901867,957366,1153829,1317642,1509854,1475593,1498313,SAU,EGY,Asia,34264,Africa,117498
13578,Saudi Arabia,,C R,682,Sudan,729,142047,183136,193735,255574,453507,814458,821780,895646,SAU,SDN,Asia,34264,Africa,50849
13581,Saudi Arabia,,C R,682,Afghanistan,4,7724,11809,12608,17868,47285,127748,132764,153258,SAU,AFG,Asia,34264,Asia,43250
13582,Saudi Arabia,,C R,682,Bangladesh,50,244707,335423,351570,481958,993917,2080864,2120004,2362680,SAU,BGD,Asia,34264,Asia,174617
13583,Saudi Arabia,,C R,682,India,356,834742,922696,969679,1202498,1515540,1920159,1888090,1953496,SAU,IND,Asia,34264,Asia,1457435
13584,Saudi Arabia,,C R,682,Nepal,524,8158,12361,12879,19970,73840,280894,297930,297561,SAU,NPL,Asia,34264,Asia,29628
13585,Saudi Arabia,,C R,682,Pakistan,586,488673,585250,614620,790642,1195820,1824586,1818172,1937044,SAU,PAK,Asia,34264,Asia,253203
13586,Saudi Arabia,,C R,682,Sri Lanka,144,109430,102959,111628,124638,105338,89042,85194,83297,SAU,LKA,Asia,34264,Asia,23169
13588,Saudi Arabia,,C R,682,Indonesia,360,296986,270513,302021,321491,244403,185481,176729,169846,SAU,IDN,Asia,34264,Asia,284622
13589,Saudi Arabia,,C R,682,Myanmar,104,169264,165026,156626,162049,162954,168453,164556,163252,SAU,MMR,Asia,34264,Asia,54680
13590,Saudi Arabia,,C R,682,Philippines,608,303735,347810,382545,455823,578608,738497,730715,755432,SAU,PHL,Asia,34264,Asia,116316
13592,Saudi Arabia,,C R,682,Iraq,368,6399,21798,11372,6699,6454,6514,6566,6510,SAU,IRQ,Asia,34264,Asia,46526
13593,Saudi Arabia,,C R,682,Jordan,400,108617,118774,128816,152902,178477,209149,205283,209093,SAU,JOR,Asia,34264,Asia,11575
13594,Saudi Arabia,,C R,682,Lebanon,422,38697,39996,43192,50316,52336,54516,53016,52864,SAU,LBN,Asia,34264,Asia,5826
13595,Saudi Arabia,,C R,682,Palestine,275,77251,84669,92070,347939,119868,133482,130741,131779,SAU,PSE,Asia,34264,Asia,5540
13596,Saudi Arabia,,C R,682,Syria,760,73889,98128,106039,137460,246106,446037,456607,496044,SAU,SYR,Asia,34264,Asia,25171
13597,Saudi Arabia,,C R,682,Yemen,887,238364,321876,342915,458347,896775,1779422,1809639,1999619,SAU,YEM,Asia,34264,Asia,41179
13598,Saudi Arabia,,C R,682,Others,2003,463912,290501,386974,410580,687057,680883,491495,289262,SAU,###,Asia,34264,World,0
13616,Palestine,9,B,275,Egypt,818,17920,17515,17104,17061,20333,21218,21588,21564,PSE,EGY,Asia,5540,Africa,117498
13617,Palestine,9,B,275,Tunisia,788,850,830,811,808,805,803,801,800,PSE,TUN,Asia,5540,Africa,12314
13620,Palestine,9,B,275,Bahrain,48,8351,8161,7971,7951,7931,7911,7900,7891,PSE,BHR,Asia,5540,Asia,1626
13621,Palestine,9,B,275,Israel,376,98290,96052,93814,78664,63755,62895,62927,62857,PSE,ISR,Asia,5540,Asia,9452
13622,Palestine,9,B,275,Jordan,400,55317,54057,52798,61322,61279,60127,59543,59477,PSE,JOR,Asia,5540,Asia,11575
13623,Palestine,9,B,275,Kuwait,414,16702,16322,15942,15902,17624,18541,19605,19583,PSE,KWT,Asia,5540,Asia,4985
13624,Palestine,9,B,275,Lebanon,422,2342,2288,2235,2229,2223,2217,2213,2211,PSE,LBN,Asia,5540,Asia,5826
13625,Palestine,9,B,275,Oman,512,9110,8902,8695,10368,10342,11667,11984,11971,PSE,OMN,Asia,5540,Asia,5398
13626,Palestine,9,B,275,Qatar,634,9870,9645,9420,9396,9372,9348,9335,9325,PSE,QAT,Asia,5540,Asia,3084
13627,Palestine,9,B,275,Saudi Arabia,682,21258,20773,20289,20238,23955,24094,24951,24923,PSE,SAU,Asia,5540,Asia,34264
13628,Palestine,9,B,275,Syria,760,5224,5105,4986,6134,5653,5739,5731,5725,PSE,SYR,Asia,5540,Asia,25171
13629,Palestine,9,B,275,UAE,784,10629,10387,10145,13525,13718,14045,14087,14071,PSE,ARE,Asia,5540,Asia,11215
13630,Palestine,9,B,275,Yemen,887,1486,1452,1419,1415,1411,1407,1413,1411,PSE,YEM,Asia,5540,Asia,41179
13632,Palestine,9,B,275,USA,840,8436,8244,8052,8032,8012,7992,8179,8170,PSE,USA,Asia,5540,North America,346374
13633,Palestine,9,B,275,Others,2003,22547,22034,21521,21475,27427,25159,22527,22502,PSE,###,Asia,5540,World,0
13651,Syria,,C R,760,Somalia,706,200,345,443,1458,3100,1040,1079,1113,SYR,SOM,Asia,25171,Africa,19332
13653,Syria,,C R,760,Sudan,729,0,48,91,222,538,203,209,216,SYR,SDN,Asia,25171,Africa,50849
13656,Syria,,C R,760,Afghanistan,4,0,92,172,629,2605,1487,1143,1179,SYR,AFG,Asia,25171,Asia,43250
13658,Syria,,C R,760,Iraq,368,3825,3036,1829,337785,1110642,195204,203003,209390,SYR,IRQ,Asia,25171,Asia,46526
13659,Syria,,C R,760,Palestine,275,244707,289464,385199,442981,495785,573436,596357,615119,SYR,PSE,Asia,25171,Asia,5540
13660,Syria,,C R,760,Others,2003,465408,537625,447182,99323,170925,64346,66920,69025,SYR,###,Asia,25171,World,0
13683,Türkiye,,B R,792,Somalia,706,25,25,25,1099,2242,3382,16564,27594,TUR,SOM,Asia,87576,Africa,19332
13685,Türkiye,,B R,792,Algeria,12,648,648,648,827,1017,1373,9030,16719,TUR,DZA,Asia,87576,Africa,47132
13686,Türkiye,,B R,792,Egypt,818,2365,1591,817,1669,2627,4282,29478,42894,TUR,EGY,Asia,87576,Africa,117498
13687,Türkiye,,B R,792,Libya,434,3072,3072,3072,4940,6929,12602,25904,29478,TUR,LBY,Asia,87576,Africa,7420
13688,Türkiye,,B R,792,Morocco,504,470,470,470,1339,2264,3629,15343,27080,TUR,MAR,Asia,87576,Africa,38261
13689,Türkiye,,B R,792,Sudan,729,1265,1265,1265,1265,1265,1265,3299,15754,TUR,SDN,Asia,87576,Africa,50849
13691,Türkiye,,B R,792,Nigeria,566,293,293,293,1229,2226,3224,7802,16375,TUR,NGA,Asia,87576,Africa,235088
13694,Türkiye,,B R,792,Kazakhstan,398,4996,4996,4996,9738,14790,20446,38677,84823,TUR,KAZ,Asia,87576,Asia,20721
13695,Türkiye,,B R,792,Kyrgyzstan,417,1752,1752,1752,5686,9876,15450,30942,44361,TUR,KGZ,Asia,87576,Asia,7241
13696,Türkiye,,B R,792,Tajikistan,762,267,267,267,954,1685,2417,5017,11341,TUR,TJK,Asia,87576,Asia,10690
13697,Türkiye,,B R,792,Turkmenistan,795,2034,2034,2034,7936,14222,22420,116963,119955,TUR,TKM,Asia,87576,Asia,7558
13698,Türkiye,,B R,792,Uzbekistan,860,7909,7909,7909,15094,22748,32875,75318,128061,TUR,UZB,Asia,87576,Asia,36713
13700,Türkiye,,B R,792,China,156,1743,1743,1743,4579,7599,11377,21804,29249,TUR,CHN,Asia,87576,Asia,1417734
13702,Türkiye,,B R,792,Afghanistan,4,7147,9904,9620,17982,29314,101893,271641,332053,TUR,AFG,Asia,87576,Asia,43250
13703,Türkiye,,B R,792,Iran,364,11362,13609,15701,22290,29160,52639,125721,199735,TUR,IRN,Asia,87576,Asia,92021
13704,Türkiye,,B R,792,Pakistan,586,1138,1138,1138,1620,2133,2945,9410,26088,TUR,PAK,Asia,87576,Asia,253203
13706,Türkiye,,B R,792,Indonesia,360,180,180,180,1019,1914,2983,6222,15386,TUR,IDN,Asia,87576,Asia,284622
13708,Türkiye,,B R,792,Azerbaijan,31,16787,16787,16787,26485,36815,49490,91368,117860,TUR,AZE,Asia,87576,Asia,10368
13709,Türkiye,,B R,792,Cyprus,196,9159,9757,10354,13484,16779,20247,26185,30993,TUR,CYP,Asia,87576,Asia,1365
13710,Türkiye,,B R,792,Georgia,268,6511,6511,6511,12323,18514,24553,26629,22770,TUR,GEO,Asia,87576,Asia,3808
13711,Türkiye,,B R,792,Iraq,368,29406,21629,11043,25137,44828,170324,470584,403670,TUR,IRQ,Asia,87576,Asia,46526
13712,Türkiye,,B R,792,Jordan,400,898,898,898,1292,1712,2361,15655,24978,TUR,JOR,Asia,87576,Asia,11575
13713,Türkiye,,B R,792,Kuwait,414,286,286,286,658,1054,1450,9361,15838,TUR,KWT,Asia,87576,Asia,4985
13714,Türkiye,,B R,792,Lebanon,422,1132,1132,1132,1749,2405,3150,9296,24965,TUR,LBN,Asia,87576,Asia,5826
13715,Türkiye,,B R,792,Saudi Arabia,682,3312,3838,4363,7122,10027,13612,51517,61221,TUR,SAU,Asia,87576,Asia,34264
13716,Türkiye,,B R,792,Palestine,275,739,739,739,1113,1511,2103,14014,24166,TUR,PSE,Asia,87576,Asia,5540
13717,Türkiye,,B R,792,Syria,760,5234,5339,5357,25453,46891,2102261,3830526,3563983,TUR,SYR,Asia,87576,Asia,25171
13718,Türkiye,,B R,792,UAE,784,3443,1795,146,792,1588,2384,7489,12928,TUR,ARE,Asia,87576,Asia,11215
13719,Türkiye,,B R,792,Yemen,887,69,69,69,863,1709,2555,14003,21256,TUR,YEM,Asia,87576,Asia,41179
13722,Türkiye,,B R,792,Bulgaria,100,462221,471243,480265,448154,413362,380354,363507,348052,TUR,BGR,Asia,87576,Europe,6737
13723,Türkiye,,B R,792,Moldova,498,2333,2333,2333,5416,8701,12568,14639,16824,TUR,MDA,Asia,87576,Europe,3017
13724,Türkiye,,B R,792,Romania,642,20736,20736,20736,16981,12981,9448,9612,11400,TUR,ROU,Asia,87576,Europe,18962
13725,Türkiye,,B R,792,Russia,643,11175,15387,19598,23295,26958,32381,60671,193302,TUR,RUS,Asia,87576,Europe,144435
13726,Türkiye,,B R,792,Ukraine,804,4179,4179,4179,8150,12380,18377,29379,72339,TUR,UKR,Asia,87576,Europe,38279
13728,Türkiye,,B R,792,UK,826,6106,12320,18534,23325,28024,32195,33978,40743,TUR,GBR,Asia,87576,Europe,69353
13730,Türkiye,,B R,792,Greece,300,103039,81779,60518,48588,37266,27005,30225,31548,TUR,GRC,Asia,87576,Europe,9959
13731,Türkiye,,B R,792,Macedonia,807,143937,143937,143937,110994,75904,43868,38728,35535,TUR,MKD,Asia,87576,Europe,1819
13733,Türkiye,,B R,792,Austria,40,6757,10434,14111,15284,16294,17910,25174,30987,TUR,AUT,Asia,87576,Europe,9117
13734,Türkiye,,B R,792,Belgium,56,4581,6604,8627,15068,21797,27187,30565,40904,TUR,BEL,Asia,87576,Europe,11750
13735,Türkiye,,B R,792,France,250,10108,12955,15802,19983,24252,28300,38539,52315,TUR,FRA,Asia,87576,Europe,66601
13736,Türkiye,,B R,792,Germany,276,173893,222235,270576,268753,263659,261210,304600,363563,TUR,DEU,Asia,87576,Europe,84409
13737,Türkiye,,B R,792,Netherlands,528,9555,15511,21467,25209,28807,32195,37150,46268,TUR,NLD,Asia,87576,Europe,18292
13738,Türkiye,,B R,792,Switzerland,756,8040,9170,10300,11395,12489,13462,15139,17204,TUR,CHE,Asia,87576,Europe,8946
13740,Türkiye,,B R,792,USA,840,12846,13202,13557,16731,20088,23570,27054,33577,TUR,USA,Asia,87576,North America,346374
13741,Türkiye,,B R,792,Others,2003,56267,59197,64864,72125,81627,101260,145573,257366,TUR,###,Asia,87576,World,0
13764,UAE,,C,784,Eritrea,232,3833,4851,6106,7426,12081,15215,15935,18093,ARE,ERI,Asia,11215,Africa,3569
13765,UAE,,C,784,Ethiopia,231,2699,3416,4300,4519,6904,8696,9107,10340,ARE,ETH,Asia,11215,Africa,133765
13766,UAE,,C,784,Somalia,706,2570,3252,4094,4086,6083,7661,8023,9109,ARE,SOM,Asia,11215,Africa,19332
13767,UAE,,C,784,South Sudan,728,3938,5106,6521,6623,9950,12531,13123,14900,ARE,SSD,Asia,11215,Africa,12067
13769,UAE,,C,784,Chad,148,1060,1340,1687,2054,3344,4211,4409,5007,ARE,TCD,Asia,11215,Africa,20728
13771,UAE,,C,784,Egypt,818,165437,204664,254074,335290,562083,707918,741460,841883,ARE,EGY,Asia,11215,Africa,117498
13772,UAE,,C,784,Morocco,504,1942,2457,3092,3526,5588,7038,7370,8368,ARE,MAR,Asia,11215,Africa,38261
13773,UAE,,C,784,Sudan,729,31983,41469,52959,54868,83242,104839,109805,124677,ARE,SDN,Asia,11215,Africa,50849
13774,UAE,,C,784,Tunisia,788,1171,1481,1864,2259,3671,4623,4841,5497,ARE,TUN,Asia,11215,Africa,12314
13776,UAE,,C,784,Nigeria,566,1412,1787,2249,5108,9809,12353,12937,14690,ARE,NGA,Asia,11215,Africa,235088
13779,UAE,,C,784,Afghanistan,4,1625,2055,2588,3147,5119,6447,6751,7665,ARE,AFG,Asia,11215,Asia,43250
13780,UAE,,C,784,Bangladesh,50,154362,216463,288689,401200,684306,861853,902689,1024949,ARE,BGD,Asia,11215,Asia,174617
13781,UAE,,C,784,India,356,456794,657380,888393,1262523,2168857,2731583,2861045,3248545,ARE,IND,Asia,11215,Asia,1457435
13782,UAE,,C,784,Nepal,524,1724,2182,2747,8650,17425,21945,22984,26097,ARE,NPL,Asia,11215,Asia,29628
13783,UAE,,C,784,Pakistan,586,158191,222210,296606,376533,622486,783994,821140,932356,ARE,PAK,Asia,11215,Asia,253203
13784,UAE,,C,784,Sri Lanka,144,44275,42893,43979,48259,75285,94817,99309,112759,ARE,LKA,Asia,11215,Asia,23169
13786,UAE,,C,784,Indonesia,360,46445,67397,91456,119309,199195,250877,262762,298351,ARE,IDN,Asia,11215,Asia,284622
13787,UAE,,C,784,Philippines,608,59910,90400,124993,198805,352872,444426,465483,528527,ARE,PHL,Asia,11215,Asia,116316
13788,UAE,,C,784,Thailand,764,2221,2810,3538,4750,8011,10089,10565,11996,ARE,THA,Asia,11215,Asia,71647
13790,UAE,,C,784,Bahrain,48,230,490,771,815,1250,1573,1647,1870,ARE,BHR,Asia,11215,Asia,1626
13791,UAE,,C,784,Jordan,400,25993,35196,46069,62416,105574,132965,139263,158125,ARE,JOR,Asia,11215,Asia,11575
13792,UAE,,C,784,Kuwait,414,13052,16639,21036,25836,42191,53137,55654,63192,ARE,KWT,Asia,11215,Asia,4985
13793,UAE,,C,784,Lebanon,422,5495,6954,8753,14574,26188,32983,34545,39223,ARE,LBN,Asia,11215,Asia,5826
13794,UAE,,C,784,Qatar,634,61,129,204,808,1670,2104,2201,2500,ARE,QAT,Asia,11215,Asia,3084
13795,UAE,,C,784,Saudi Arabia,682,463,989,1556,2349,4112,5178,5422,6157,ARE,SAU,Asia,11215,Asia,34264
13796,UAE,,C,784,Palestine,275,11564,14635,18425,22396,36432,45884,48057,54566,ARE,PSE,Asia,11215,Asia,5540
13797,UAE,,C,784,Syria,760,13418,16981,21375,21907,33069,41648,43621,49529,ARE,SYR,Asia,11215,Asia,25171
13798,UAE,,C,784,Türkiye,792,9749,12337,15568,15845,23859,30050,31473,35736,ARE,TUR,Asia,11215,Asia,87576
13799,UAE,,C,784,Yemen,887,44368,56149,70674,80922,128472,161805,169470,192423,ARE,YEM,Asia,11215,Asia,41179
13802,UAE,,C,784,UK,826,12189,12644,13775,12760,18240,22972,24059,27318,ARE,GBR,Asia,11215,Europe,69353
13804,UAE,,C,784,France,250,433,1100,1812,5636,11336,14277,14952,16977,ARE,FRA,Asia,11215,Europe,66601
13805,UAE,,C,784,Netherlands,528,1316,1325,1406,1352,1973,2484,2600,2953,ARE,NLD,Asia,11215,Europe,18292
13807,UAE,,C,784,USA,840,3420,4327,5446,6174,9761,12293,12874,14618,ARE,USA,Asia,11215,North America,346374
13808,UAE,,C,784,Others,2003,18955,42006,66772,96005,165562,208531,218424,248004,ARE,###,Asia,11215,World,0
13828,Yemen,,C R,887,Eritrea,232,0,2500,2766,789,1515,1902,1937,1966,YEM,ERI,Asia,41179,Africa,3569
13829,Yemen,,C R,887,Ethiopia,231,15804,687,1703,1916,6181,15740,16039,16283,YEM,ETH,Asia,41179,Africa,133765
13830,Yemen,,C R,887,Somalia,706,36771,61684,69757,92022,194353,275683,280940,285211,YEM,SOM,Asia,41179,Africa,19332
13831,Yemen,,C R,887,South Sudan,728,0,0,0,0,0,541,551,559,YEM,SSD,Asia,41179,Africa,12067
13833,Yemen,,C R,887,Egypt,818,8579,8886,9206,9808,10621,7596,7739,7857,YEM,EGY,Asia,41179,Africa,117498
13834,Yemen,,C R,887,Sudan,729,18648,19777,20102,21394,23170,26541,27044,27455,YEM,SDN,Asia,41179,Africa,50849
13837,Yemen,,C R,887,Iran,364,0,0,0,0,10,7,6,6,YEM,IRN,Asia,41179,Asia,92021
13839,Yemen,,C R,887,Vietnam,704,706,0,9,0,28,15,14,14,YEM,VNM,Asia,41179,Asia,101300
13841,Yemen,,C R,887,Iraq,368,4943,5140,5389,6731,10441,9801,9987,10139,YEM,IRQ,Asia,41179,Asia,46526
13842,Yemen,,C R,887,Palestine,275,2562,3353,2794,3392,3792,3757,3826,3884,YEM,PSE,Asia,41179,Asia,5540
13843,Yemen,,C R,887,Syria,760,2238,2318,2411,2578,2822,3943,4013,4074,YEM,SYR,Asia,41179,Asia,25171
13844,Yemen,,C R,887,Others,2003,28612,32170,30803,33241,35461,34356,35017,35549,YEM,###,Asia,41179,World,0
14416,Belarus,,B,112,Ethiopia,231,11,18,25,24,23,25,23,23,BLR,ETH,Europe,9027,Africa,133765
14418,Belarus,,B,112,Algeria,12,27,41,55,53,50,53,51,50,BLR,DZA,Europe,9027,Africa,47132
14421,Belarus,,B,112,Kazakhstan,398,81148,76868,72587,71580,70573,69957,68934,68126,BLR,KAZ,Europe,9027,Asia,20721
14422,Belarus,,B,112,Kyrgyzstan,417,6071,5751,5430,5355,5279,5234,5156,5096,BLR,KGZ,Europe,9027,Asia,7241
14423,Belarus,,B,112,Tajikistan,762,6587,6240,5892,5811,5729,5679,5595,5530,BLR,TJK,Europe,9027,Asia,10690
14424,Belarus,,B,112,Turkmenistan,795,6339,6005,5670,5592,5513,5464,5382,5319,BLR,TKM,Europe,9027,Asia,7558
14425,Belarus,,B,112,Uzbekistan,860,17154,16225,15344,15108,14919,14788,14570,14400,BLR,UZB,Europe,9027,Asia,36713
14427,Belarus,,B,112,North Korea,408,97,80,62,60,57,60,58,57,BLR,PRK,Europe,9027,Asia,26537
14428,Belarus,,B,112,Mongolia,496,96,136,175,168,161,168,164,162,BLR,MNG,Europe,9027,Asia,3497
14429,Belarus,,B,112,South Korea,410,22,26,29,28,27,29,27,27,BLR,KOR,Europe,9027,Asia,51697
14431,Belarus,,B,112,Afghanistan,4,140,216,292,281,270,282,277,274,BLR,AFG,Europe,9027,Asia,43250
14432,Belarus,,B,112,India,356,24,37,50,48,46,48,46,45,BLR,IND,Europe,9027,Asia,1457435
14433,Belarus,,B,112,Iran,364,25,38,51,49,47,49,47,46,BLR,IRN,Europe,9027,Asia,92021
14434,Belarus,,B,112,Pakistan,586,24,37,49,47,45,47,45,44,BLR,PAK,Europe,9027,Asia,253203
14436,Belarus,,B,112,Vietnam,704,182,282,381,366,351,366,359,355,BLR,VNM,Europe,9027,Asia,101300
14438,Belarus,,B,112,Armenia,51,6645,6295,5944,5862,5779,5728,5643,5577,BLR,ARM,Europe,9027,Asia,2963
14439,Belarus,,B,112,Azerbaijan,31,15651,14826,14000,13806,13611,13493,13294,13138,BLR,AZE,Europe,9027,Asia,10368
14440,Belarus,,B,112,Georgia,268,9868,9348,8827,8705,8583,8507,8381,8283,BLR,GEO,Europe,9027,Asia,3808
14441,Belarus,,B,112,Israel,376,192,297,402,386,370,387,380,376,BLR,ISR,Europe,9027,Asia,9452
14442,Belarus,,B,112,Jordan,400,13,22,30,29,28,30,28,28,BLR,JOR,Europe,9027,Asia,11575
14443,Belarus,,B,112,Lebanon,422,32,50,67,64,61,65,63,62,BLR,LBN,Europe,9027,Asia,5826
14444,Belarus,,B,112,Syria,760,40,63,86,83,79,83,80,79,BLR,SYR,Europe,9027,Asia,25171
14445,Belarus,,B,112,Türkiye,792,11,18,25,24,23,25,23,23,BLR,TUR,Europe,9027,Asia,87576
14446,Belarus,,B,112,UAE,784,15,19,23,22,20,23,21,21,BLR,ARE,Europe,9027,Asia,11215
14447,Belarus,,B,112,Yemen,887,14,24,33,32,30,33,31,31,BLR,YEM,Europe,9027,Asia,41179
